,video_id,video_url,M1,M2,M3,M4,M5,M6,M7,M8,overall
31,Tj9CxN8YLEU,https://www.youtube.com/watch?v=Tj9CxN8YLEU,0,0,0,0,0,0,0,0,0.0
32,U6nRlgWh76w,https://www.youtube.com/watch?v=U6nRlgWh76w,0,0,0,0,0,0,0,0,0.0
33,bEWY7Ps6uy4,https://www.youtube.com/watch?v=bEWY7Ps6uy4,0,-1,0,-1,0,0,0,0,-1.0
34,OxUiFwoqy_o,https://www.youtube.com/watch?v=OxUiFwoqy_o,0,0,0,0,0,0,0,0,0.0
35,eGEa08s8ZdM,https://www.youtube.com/watch?v=eGEa08s8ZdM,0,-1,0,-1,0,0,0,0,-1.0
36,4RlNoRtl3m0,https://www.youtube.com/watch?v=4RlNoRtl3m0,0,-1,0,0,0,0,0,0,-1.0
37,OsfX14y20oI,https://www.youtube.com/watch?v=OsfX14y20oI,0,0,0,-1,0,0,0,0,-1.0
38,xXplHkdgKj0,https://www.youtube.com/watch?v=xXplHkdgKj0,0,0,0,0,0,0,0,0,0.0
39,hSsKgM8-SfE,https://www.youtube.com/watch?v=hSsKgM8-SfE,0,-1,0,-1,0,0,0,0,-1.0
40,_6kEcb2Hs9c,https://www.youtube.com/watch?v=_6kEcb2Hs9c,0,0,0,0,0,0,0,0,0.0
41,S0Vzz_P9JBk,https://www.youtube.com/watch?v=S0Vzz_P9JBk,0,0,0,0,0,0,0,0,0.0
42,sLKmwufKhcM,https://www.youtube.com/watch?v=sLKmwufKhcM,0,0,0,0,0,0,0,0,0.0
43,MEd_mydGqwA,https://www.youtube.com/watch?v=MEd_mydGqwA,0,0,0,0,0,0,0,0,0.0
44,GWBzxr3c29s,https://www.youtube.com/watch?v=GWBzxr3c29s,0,1,0,0,0,0,0,0,1.0
45,wKT5ziEwt9A,https://www.youtube.com/watch?v=wKT5ziEwt9A,0,0,0,0,0,0,0,0,0.0
46,MTUAOMjrcAw,https://www.youtube.com/watch?v=MTUAOMjrcAw,0,0,0,0,0,0,0,0,0.0
47,dcb9G775KaY,https://www.youtube.com/watch?v=dcb9G775KaY,0,0,0,0,0,0,0,0,0.0
48,sR09EvKa6Ss,https://www.youtube.com/watch?v=sR09EvKa6Ss,0,-1,0,-1,0,0,0,0,-1.0
49,OaCUD3IliR8,https://www.youtube.com/watch?v=OaCUD3IliR8,0,-1,0,-1,0,0,0,0,-1.0
50,8bCyXhnrRdU,https://www.youtube.com/watch?v=8bCyXhnrRdU,0,-1,0,-1,0,0,0,0,-1.0
51,Zp2tqrlv6r8,https://www.youtube.com/watch?v=Zp2tqrlv6r8,0,0,0,-1,0,0,0,0,-1.0
52,zActh3RA1j8,https://www.youtube.com/watch?v=zActh3RA1j8,0,0,0,0,0,0,0,0,0.0
53,rdy8VmHC0UY,https://www.youtube.com/watch?v=rdy8VmHC0UY,0,0,0,0,0,0,0,0,0.0
54,QKGJHiqZl88,https://www.youtube.com/watch?v=QKGJHiqZl88,0,0,0,-1,0,0,0,0,-1.0
55,oIxGJOhxVso,https://www.youtube.com/watch?v=oIxGJOhxVso,0,-1,0,-1,0,0,0,0,-1.0
56,EYJJ3wLCvgo,https://www.youtube.com/watch?v=EYJJ3wLCvgo,0,0,0,0,0,0,0,0,0.0
57,wVSHrMt1IfY,https://www.youtube.com/watch?v=wVSHrMt1IfY,0,0,0,0,0,0,0,0,0.0
58,AYUn6AFlH00,https://www.youtube.com/watch?v=AYUn6AFlH00,0,-1,0,-1,0,0,0,0,-1.0
59,sd3UjDVbdCI,https://www.youtube.com/watch?v=sd3UjDVbdCI,0,0,0,0,0,0,0,0,0.0
60,PcFKkh_FwqM,https://www.youtube.com/watch?v=PcFKkh_FwqM,0,0,0,0,0,0,0,0,0.0
61,tJJ4P--_ZaA,https://www.youtube.com/watch?v=tJJ4P--_ZaA,0,0,0,0,0,0,0,0,0.0
62,ECHli9OnbFI,https://www.youtube.com/watch?v=ECHli9OnbFI,0,0,0,0,0,0,0,0,0.0
63,3QrZLNyYHVw,https://www.youtube.com/watch?v=3QrZLNyYHVw,0,1,0,-1,0,0,0,0,1.0
64,Je3YADbep9w,https://www.youtube.com/watch?v=Je3YADbep9w,0,0,0,0,0,0,0,0,0.0
65,qiGTGUoD0lA,https://www.youtube.com/watch?v=qiGTGUoD0lA,0,0,0,0,0,0,0,0,0.0
66,BKUVnkfDSq0,https://www.youtube.com/watch?v=BKUVnkfDSq0,0,0,0,-1,0,0,0,0,-1.0
67,VdLvh5cxsvA,https://www.youtube.com/watch?v=VdLvh5cxsvA,0,-1,0,-1,0,0,0,0,-1.0
68,9k5VAYCOLOA,https://www.youtube.com/watch?v=9k5VAYCOLOA,0,0,0,0,0,0,0,0,0.0
69,mHkNPvqPjBw,https://www.youtube.com/watch?v=mHkNPvqPjBw,0,0,0,-1,0,0,0,0,-1.0
70,91zSp2lqYa8,https://www.youtube.com/watch?v=91zSp2lqYa8,0,0,0,0,0,0,0,0,0.0
71,1cZOSxoNx8A,https://www.youtube.com/watch?v=1cZOSxoNx8A,0,0,0,0,0,0,0,0,0.0
72,FYzFt9s0H2o,https://www.youtube.com/watch?v=FYzFt9s0H2o,0,0,0,0,0,0,0,0,0.0
73,vQOxwgcUkhc,https://www.youtube.com/watch?v=vQOxwgcUkhc,0,1,0,0,0,0,0,0,1.0
74,5jnrz05HLoI,https://www.youtube.com/watch?v=5jnrz05HLoI,0,0,0,0,0,0,0,0,0.0
75,qTetDSgd4NY,https://www.youtube.com/watch?v=qTetDSgd4NY,0,0,0,0,0,0,0,0,0.0
76,cAG24kmNVxA,https://www.youtube.com/watch?v=cAG24kmNVxA,0,0,0,0,0,0,0,0,0.0
77,D3DWhWfHsdA,https://www.youtube.com/watch?v=D3DWhWfHsdA,0,0,0,0,0,0,0,0,0.0
78,FeBX6-9nXvk,https://www.youtube.com/watch?v=FeBX6-9nXvk,0,0,0,0,0,0,0,0,0.0
79,OkG_t6m1Kb8,https://www.youtube.com/watch?v=OkG_t6m1Kb8,0,0,0,0,0,0,0,0,0.0
80,5vMmHGqfUeU,https://www.youtube.com/watch?v=5vMmHGqfUeU,0,0,0,-1,0,0,0,0,-1.0
81,jj6C_f0TFoE,https://www.youtube.com/watch?v=jj6C_f0TFoE,0,0,0,0,0,0,0,0,0.0
82,Z1bs3Wm6DlY,https://www.youtube.com/watch?v=Z1bs3Wm6DlY,0,0,0,0,0,0,0,0,0.0
83,2nGdT9Ldaks,https://www.youtube.com/watch?v=2nGdT9Ldaks,0,0,0,-1,0,0,0,0,-1.0
84,2i4mgeTj2hQ,https://www.youtube.com/watch?v=2i4mgeTj2hQ,0,0,0,0,0,0,0,0,0.0
85,xU4AGIQWqVU,https://www.youtube.com/watch?v=xU4AGIQWqVU,0,-1,0,0,0,0,0,0,-1.0
86,2rvFfbI3nmI,https://www.youtube.com/watch?v=2rvFfbI3nmI,0,1,0,-1,0,0,0,0,1.0
87,n55bpt-6O7Q,https://www.youtube.com/watch?v=n55bpt-6O7Q,0,-1,0,-1,0,0,0,0,-1.0
88,cidH_i4BA10,https://www.youtube.com/watch?v=cidH_i4BA10,0,0,0,-1,0,0,0,0,-1.0
89,bAlTyb9vEOM,https://www.youtube.com/watch?v=bAlTyb9vEOM,0,-1,0,-1,0,0,0,0,-1.0
90,JPpdnX_-KO8,https://www.youtube.com/watch?v=JPpdnX_-KO8,0,0,0,0,0,0,0,0,0.0
91,eT2hVWI6DMM,https://www.youtube.com/watch?v=eT2hVWI6DMM,-1,-1,-1,-1,0,-1,-1,0,-1.0
92,0yQOQs5unLw,https://www.youtube.com/watch?v=0yQOQs5unLw,0,0,0,0,0,0,0,0,0.0
93,IQb7ZGBfG_c,https://www.youtube.com/watch?v=IQb7ZGBfG_c,0,0,0,0,0,0,0,0,0.0
94,kkNGVPPBbnU,https://www.youtube.com/watch?v=kkNGVPPBbnU,0,0,0,0,0,0,0,0,0.0
95,dbrKgCHEbDg,https://www.youtube.com/watch?v=dbrKgCHEbDg,0,0,0,0,0,0,0,0,0.0
96,SpEjNinXbLA,https://www.youtube.com/watch?v=SpEjNinXbLA,0,-1,0,0,0,0,0,0,-1.0
97,WFbahc_TNLE,https://www.youtube.com/watch?v=WFbahc_TNLE,0,0,0,0,0,0,0,0,0.0
98,cOqnZOMSjRE,https://www.youtube.com/watch?v=cOqnZOMSjRE,0,0,0,0,0,0,0,0,0.0
99,E3Mt7kAmgTU,https://www.youtube.com/watch?v=E3Mt7kAmgTU,0,0,0,0,0,0,0,0,0.0
100,O_8OWhdLnNg,https://www.youtube.com/watch?v=O_8OWhdLnNg,0,1,0,1,0,0,0,0,1.0
101,433aUbKXwPs,https://www.youtube.com/watch?v=433aUbKXwPs,0,0,0,0,0,0,0,0,0.0
102,tXhrNhZ-wbs,https://www.youtube.com/watch?v=tXhrNhZ-wbs,0,0,0,0,0,0,0,0,0.0
103,gEqi0I__ZII,https://www.youtube.com/watch?v=gEqi0I__ZII,-1,-1,-1,0,0,0,0,0,-1.0
104,gWG22_GaR3Y,https://www.youtube.com/watch?v=gWG22_GaR3Y,0,0,0,0,0,0,0,0,0.0
105,xU7RgzFXkz0,https://www.youtube.com/watch?v=xU7RgzFXkz0,0,0,0,0,0,0,0,0,0.0
106,25IUCQe8owA,https://www.youtube.com/watch?v=25IUCQe8owA,0,0,0,0,0,0,0,0,0.0
107,7OTw6Pg6A6w,https://www.youtube.com/watch?v=7OTw6Pg6A6w,0,0,0,-1,0,0,0,0,-1.0
108,BXnOd-Hjpjs,https://www.youtube.com/watch?v=BXnOd-Hjpjs,0,0,0,0,0,0,0,0,0.0
109,3lbrAHYC12w,https://www.youtube.com/watch?v=3lbrAHYC12w,0,-1,0,-1,0,0,0,0,-1.0
110,WvCld2vKug8,https://www.youtube.com/watch?v=WvCld2vKug8,0,0,0,0,0,0,0,0,0.0
111,iJgPmrLjkuo,https://www.youtube.com/watch?v=iJgPmrLjkuo,0,0,0,-1,0,0,0,0,-1.0
112,cZsDl1JtQq8,https://www.youtube.com/watch?v=cZsDl1JtQq8,-1,-1,-1,-1,0,0,0,0,-1.0
113,nl0fDm7HSQ0,https://www.youtube.com/watch?v=nl0fDm7HSQ0,0,0,0,-1,0,0,0,0,-1.0
114,bpAi70WWBlw,https://www.youtube.com/watch?v=bpAi70WWBlw,-1,0,-1,0,0,-1,0,0,-1.0
115,gWFlpCBMyIk,https://www.youtube.com/watch?v=gWFlpCBMyIk,0,1,0,0,0,0,0,0,1.0
116,_FyHhC3Y8Fc,https://www.youtube.com/watch?v=_FyHhC3Y8Fc,0,-1,0,-1,0,0,0,0,-1.0
117,UlYC0syLe7g,https://www.youtube.com/watch?v=UlYC0syLe7g,0,0,0,-1,0,0,0,0,-1.0
118,CzcLGpcYJm4,https://www.youtube.com/watch?v=CzcLGpcYJm4,0,0,0,0,0,0,0,0,0.0
119,T6EnkQtNTHY,https://www.youtube.com/watch?v=T6EnkQtNTHY,0,0,0,0,0,0,0,0,0.0
120,0yQ6P0Yc3HM,https://www.youtube.com/watch?v=0yQ6P0Yc3HM,0,0,0,-1,0,0,0,0,-1.0
121,OrWnD7Zt3vY,https://www.youtube.com/watch?v=OrWnD7Zt3vY,0,0,0,0,0,0,0,0,0.0
122,OuuuSH8A42c,https://www.youtube.com/watch?v=OuuuSH8A42c,0,-1,0,-1,0,0,0,0,-1.0
123,j9_RM_M1KM4,https://www.youtube.com/watch?v=j9_RM_M1KM4,0,1,0,-1,0,0,0,0,1.0
124,9fwS61VYaTo,https://www.youtube.com/watch?v=9fwS61VYaTo,0,0,0,0,0,0,0,0,0.0
125,fjneD1N9D04,https://www.youtube.com/watch?v=fjneD1N9D04,0,0,0,0,0,0,0,0,0.0
126,Kh4XOM-SonM,https://www.youtube.com/watch?v=Kh4XOM-SonM,0,0,0,0,0,0,0,0,0.0
127,VRaXo38hrGk,https://www.youtube.com/watch?v=VRaXo38hrGk,0,0,0,0,0,0,0,0,0.0
128,CiI8OeMrE0U,https://www.youtube.com/watch?v=CiI8OeMrE0U,0,0,0,0,0,0,0,0,0.0
129,RYClgOtlCFU,https://www.youtube.com/watch?v=RYClgOtlCFU,0,-1,0,-1,0,0,0,0,-1.0
130,bIzamk8Zetk,https://www.youtube.com/watch?v=bIzamk8Zetk,0,1,0,-1,0,0,0,0,-1.0
131,LWHc-4RadUY,https://www.youtube.com/watch?v=LWHc-4RadUY,0,0,0,0,0,0,0,0,0.0
132,HWR6_a_dBIQ,https://www.youtube.com/watch?v=HWR6_a_dBIQ,0,-1,0,-1,0,0,0,0,-1.0
133,bwGb_35fpFA,https://www.youtube.com/watch?v=bwGb_35fpFA,0,1,0,0,0,0,0,0,1.0
134,ePk-470dScE,https://www.youtube.com/watch?v=ePk-470dScE,0,0,0,-1,0,0,0,0,-1.0
135,GYbFc91SJHE,https://www.youtube.com/watch?v=GYbFc91SJHE,0,0,0,-1,0,0,0,0,-1.0
136,m0vruORnoMk,https://www.youtube.com/watch?v=m0vruORnoMk,-1,-1,-1,-1,0,-1,-1,0,-1.0
137,wlnd5-2DLjY,https://www.youtube.com/watch?v=wlnd5-2DLjY,-1,-1,-1,-1,0,-1,-1,0,-1.0
138,Dfv_tISYl8A,https://www.youtube.com/watch?v=Dfv_tISYl8A,0,-1,0,-1,0,0,0,0,-1.0
139,q1C__wgGd_w,https://www.youtube.com/watch?v=q1C__wgGd_w,0,0,0,0,0,0,0,0,0.0
140,OQbIfJop8z4,https://www.youtube.com/watch?v=OQbIfJop8z4,0,-1,0,-1,0,0,0,0,-1.0
141,A5PVr5MKyMg,https://www.youtube.com/watch?v=A5PVr5MKyMg,0,0,0,0,0,0,0,0,0.0
142,WSgcxp0Hsbg,https://www.youtube.com/watch?v=WSgcxp0Hsbg,0,0,0,0,0,0,0,0,0.0
143,5DKklCEkRyc,https://www.youtube.com/watch?v=5DKklCEkRyc,0,0,0,0,0,0,0,0,0.0
144,uQeGNSOxAlo,https://www.youtube.com/watch?v=uQeGNSOxAlo,0,-1,0,-1,0,0,0,0,-1.0
145,h7HmQejfAfY,https://www.youtube.com/watch?v=h7HmQejfAfY,0,0,0,0,0,0,0,0,0.0
146,5LBFOB26EMQ,https://www.youtube.com/watch?v=5LBFOB26EMQ,0,0,0,0,0,0,0,0,0.0
147,oABQkzvcOHg,https://www.youtube.com/watch?v=oABQkzvcOHg,0,0,0,0,0,0,0,0,0.0
148,VW3c9_PZJrw,https://www.youtube.com/watch?v=VW3c9_PZJrw,0,0,0,0,0,0,0,0,0.0
149,NhPhRxjxgyc,https://www.youtube.com/watch?v=NhPhRxjxgyc,1,-1,1,-1,0,0,1,0,1.0
150,OR_ntLlkmy8,https://www.youtube.com/watch?v=OR_ntLlkmy8,0,0,0,0,0,0,0,0,0.0
151,99GeG4WcC74,https://www.youtube.com/watch?v=99GeG4WcC74,0,0,0,0,0,0,0,0,0.0
152,UchuDFwsRZk,https://www.youtube.com/watch?v=UchuDFwsRZk,0,0,0,0,0,0,0,0,0.0
153,5qOCCo9s2bc,https://www.youtube.com/watch?v=5qOCCo9s2bc,0,-1,0,-1,0,0,0,0,-1.0
154,NrleqRhGNQI,https://www.youtube.com/watch?v=NrleqRhGNQI,0,0,0,0,0,0,0,0,0.0
155,EHnB6ae97QU,https://www.youtube.com/watch?v=EHnB6ae97QU,0,0,0,0,0,0,0,0,0.0
156,Ye3CdWBB13c,https://www.youtube.com/watch?v=Ye3CdWBB13c,0,0,0,0,0,0,0,0,0.0
157,hMny_HLNvz8,https://www.youtube.com/watch?v=hMny_HLNvz8,-1,-1,-1,-1,-1,-1,-1,0,-1.0
158,hWEcH6gu32k,https://www.youtube.com/watch?v=hWEcH6gu32k,1,-1,0,-1,0,0,1,0,1.0
159,TkgUW3Z1hGs,https://www.youtube.com/watch?v=TkgUW3Z1hGs,0,-1,0,-1,0,0,0,0,-1.0
160,p6vRn0PKGs0,https://www.youtube.com/watch?v=p6vRn0PKGs0,0,0,0,0,0,0,0,0,0.0
161,ejgr35nckxo,https://www.youtube.com/watch?v=ejgr35nckxo,0,0,0,-1,0,0,0,0,-1.0
162,yPHYa7_YgZE,https://www.youtube.com/watch?v=yPHYa7_YgZE,0,1,0,-1,0,0,0,0,1.0
163,i6qyigAWE6I,https://www.youtube.com/watch?v=i6qyigAWE6I,0,1,0,0,0,0,0,0,1.0
164,M_NULoJyNAw,https://www.youtube.com/watch?v=M_NULoJyNAw,0,-1,0,-1,0,0,0,0,-1.0
165,qPv5PTm5rMA,https://www.youtube.com/watch?v=qPv5PTm5rMA,-1,1,0,-1,0,0,0,0,1.0
166,AvHkvpndIuc,https://www.youtube.com/watch?v=AvHkvpndIuc,0,0,0,0,0,0,0,0,0.0
167,KjiCNXLI9Aw,https://www.youtube.com/watch?v=KjiCNXLI9Aw,0,0,0,0,0,0,0,0,0.0
168,2-eOJ3_VYCk,https://www.youtube.com/watch?v=2-eOJ3_VYCk,0,0,0,0,0,0,0,0,0.0
169,5-mzZE9_Jv8,https://www.youtube.com/watch?v=5-mzZE9_Jv8,-1,-1,-1,0,0,-1,0,0,-1.0
170,_m0Guf8jFgQ,https://www.youtube.com/watch?v=_m0Guf8jFgQ,0,-1,0,0,0,0,0,0,-1.0
171,80r3UQndW2E,https://www.youtube.com/watch?v=80r3UQndW2E,0,0,0,0,0,0,0,0,0.0
172,XLZbS92Dqp0,https://www.youtube.com/watch?v=XLZbS92Dqp0,0,1,0,0,0,0,0,0,1.0
173,aVmPt6w7WJU,https://www.youtube.com/watch?v=aVmPt6w7WJU,0,0,0,0,0,0,0,0,0.0
174,7xk7QgjZT0w,https://www.youtube.com/watch?v=7xk7QgjZT0w,0,0,0,0,0,0,0,0,0.0
175,_OFA91iVPJE,https://www.youtube.com/watch?v=_OFA91iVPJE,0,0,0,0,0,0,0,0,0.0
176,9eODUCKuITM,https://www.youtube.com/watch?v=9eODUCKuITM,0,1,0,0,0,0,0,0,1.0
177,DyjRxf-aJN4,https://www.youtube.com/watch?v=DyjRxf-aJN4,0,1,0,1,0,1,0,0,1.0
178,AFOplWX1-Vc,https://www.youtube.com/watch?v=AFOplWX1-Vc,0,0,0,0,0,0,0,0,0.0
179,SILEMeMhfNA,https://www.youtube.com/watch?v=SILEMeMhfNA,0,0,0,0,0,0,0,0,0.0
180,32OKRr6HmT8,https://www.youtube.com/watch?v=32OKRr6HmT8,0,0,0,-1,0,0,0,0,-1.0
181,X0iRAr3cFIw,https://www.youtube.com/watch?v=X0iRAr3cFIw,0,0,0,0,0,0,0,0,0.0
182,KVzCfsAQoys,https://www.youtube.com/watch?v=KVzCfsAQoys,0,0,0,0,0,0,0,0,0.0
183,mJm-mozGifk,https://www.youtube.com/watch?v=mJm-mozGifk,0,0,0,0,0,0,0,0,0.0
184,DHMJ8JT5G5A,https://www.youtube.com/watch?v=DHMJ8JT5G5A,0,0,0,0,0,0,0,0,0.0
185,7BFedoyDd-E,https://www.youtube.com/watch?v=7BFedoyDd-E,0,-1,0,0,0,0,0,0,-1.0
186,qVRx-G9tPPc,https://www.youtube.com/watch?v=qVRx-G9tPPc,0,0,0,0,0,0,0,0,0.0
187,9Y7NO9lgDuU,https://www.youtube.com/watch?v=9Y7NO9lgDuU,0,0,0,0,0,0,0,0,0.0
188,RjdGAHmrp1o,https://www.youtube.com/watch?v=RjdGAHmrp1o,0,0,0,0,0,0,0,0,0.0
189,TktzbKisFyY,https://www.youtube.com/watch?v=TktzbKisFyY,0,0,0,0,0,0,0,0,0.0
190,2EK8gugO8qo,https://www.youtube.com/watch?v=2EK8gugO8qo,0,0,0,0,0,0,0,0,0.0
191,rjdMXjaKdt0,https://www.youtube.com/watch?v=rjdMXjaKdt0,0,0,0,0,0,0,0,0,0.0
192,EV6qS8xH24M,https://www.youtube.com/watch?v=EV6qS8xH24M,0,0,0,0,0,0,0,0,0.0
193,59iW54_GKqs,https://www.youtube.com/watch?v=59iW54_GKqs,0,0,0,0,0,0,0,0,0.0
194,2DFYQJnvFsA,https://www.youtube.com/watch?v=2DFYQJnvFsA,0,0,0,0,0,0,0,0,0.0
195,3CrIF2flOms,https://www.youtube.com/watch?v=3CrIF2flOms,0,1,0,1,0,0,0,0,1.0
196,k435I0TOYSQ,https://www.youtube.com/watch?v=k435I0TOYSQ,0,0,0,0,0,0,0,0,0.0
197,oIRvISm9iR8,https://www.youtube.com/watch?v=oIRvISm9iR8,0,0,0,0,0,0,0,0,0.0
198,jqdRhTJumd4,https://www.youtube.com/watch?v=jqdRhTJumd4,0,0,0,0,0,0,0,0,0.0
199,qGR1a5N0mT0,https://www.youtube.com/watch?v=qGR1a5N0mT0,0,0,0,-1,0,0,0,0,-1.0
200,WtCCl8y1RNg,https://www.youtube.com/watch?v=WtCCl8y1RNg,0,0,0,0,0,0,0,0,0.0
201,kdOuxw1KA4A,https://www.youtube.com/watch?v=kdOuxw1KA4A,0,0,0,0,0,0,0,0,0.0
202,XORrx7E74YA,https://www.youtube.com/watch?v=XORrx7E74YA,0,0,0,0,0,0,0,0,0.0
203,5d1x2jYo5IQ,https://www.youtube.com/watch?v=5d1x2jYo5IQ,0,1,1,-1,0,1,0,0,1.0
204,UahJOjkyKp0,https://www.youtube.com/watch?v=UahJOjkyKp0,0,0,0,0,0,0,0,0,0.0
205,YJI9LnT-WdA,https://www.youtube.com/watch?v=YJI9LnT-WdA,0,0,0,0,0,0,0,0,0.0
206,x9ishk6mIxc,https://www.youtube.com/watch?v=x9ishk6mIxc,0,0,0,0,0,0,0,0,0.0
207,w4Jb2rnyi1c,https://www.youtube.com/watch?v=w4Jb2rnyi1c,0,0,0,0,0,0,0,0,0.0
208,o_mwrNssw-A,https://www.youtube.com/watch?v=o_mwrNssw-A,0,0,0,0,0,0,0,0,0.0
209,Qg7G0VTi3iY,https://www.youtube.com/watch?v=Qg7G0VTi3iY,0,0,0,-1,0,0,0,0,-1.0
210,X0dGuJrz5II,https://www.youtube.com/watch?v=X0dGuJrz5II,0,0,0,0,0,0,0,0,0.0
211,h8OqEv_cMzY,https://www.youtube.com/watch?v=h8OqEv_cMzY,0,0,0,0,0,0,0,0,0.0
212,NDVV_M__CSI,https://www.youtube.com/watch?v=NDVV_M__CSI,-1,-1,-1,-1,-1,-1,-1,0,-1.0
213,tP2bmLrVaKg,https://www.youtube.com/watch?v=tP2bmLrVaKg,0,0,0,1,0,0,0,0,1.0
214,iNOHAJs9dBY,https://www.youtube.com/watch?v=iNOHAJs9dBY,0,-1,0,-1,-1,0,0,0,-1.0
215,1V0oHh3lVds,https://www.youtube.com/watch?v=1V0oHh3lVds,0,0,0,-1,0,0,0,0,-1.0
216,SINmEztD83Y,https://www.youtube.com/watch?v=SINmEztD83Y,0,0,0,0,0,0,0,0,0.0
217,NkkeolEJcHE,https://www.youtube.com/watch?v=NkkeolEJcHE,0,0,0,-1,0,0,0,0,-1.0
218,Sv6Zw1xK4hs,https://www.youtube.com/watch?v=Sv6Zw1xK4hs,0,0,0,0,0,-1,0,0,-1.0
219,WMu62Ojaqjg,https://www.youtube.com/watch?v=WMu62Ojaqjg,0,0,0,0,0,0,0,0,0.0
220,XU1a_Zr0VBE,https://www.youtube.com/watch?v=XU1a_Zr0VBE,0,-1,0,0,0,0,0,0,-1.0
221,xvZqHgFz51I,https://www.youtube.com/watch?v=xvZqHgFz51I,0,0,0,0,0,0,0,0,0.0
222,AMCwYdTJ_PE,https://www.youtube.com/watch?v=AMCwYdTJ_PE,0,0,0,0,0,0,0,0,0.0
223,eTODBDpV0Zg,https://www.youtube.com/watch?v=eTODBDpV0Zg,0,0,0,0,0,0,0,0,0.0
224,_qkNEdaMYLs,https://www.youtube.com/watch?v=_qkNEdaMYLs,0,0,0,0,0,0,0,0,0.0
225,qNPVyc-E3SU,https://www.youtube.com/watch?v=qNPVyc-E3SU,0,0,0,0,0,0,0,0,0.0
226,MQC6-hpy_tI,https://www.youtube.com/watch?v=MQC6-hpy_tI,0,0,0,0,0,0,0,0,0.0
